a1,a5,a7,costop,expshare,mwdays,wdays,employment,wages,output_value,year
207658,24202,22,262425766,20,307,307,48916,28840492,247974514,2022-23
209786,24209,24,298939209,7,305,305,97348,74574104,306884624,2022-23
209788,24209,24,163345590,33,305,305,57804,30926538,170145145,2022-23
209795,24202,24,182713513,38,314,314,159654,98418566,200966233,2022-23
211733,24105,27,771173978,40,303,303,20854,27730000,744934923,2022-23
211884,24104,27,2327727256,30,297,297,57702,83464648,2426714693,2022-23
214950,24203,29,263391650,2,305,305,16580,16936428,263508958,2022-23
102179,24103,3,12685500000,2,305,305,1995272,1595400000,26690005186,2023-24
102189,24103,3,432643528,76,306,306,271752,286038530,1252409092,2023-24
102196,24105,3,2178024900,16,365,365,321958,284098304,5774040548,2023-24
102227,24202,3,811009200,4,305,305,249628,161536040,1694339826,2023-24
102958,24202,4,749931222,15,307,307,139762,248765862,1555639404,2023-24
105401,24105,6,119421399027,12,357,357,7415935,9168412681,267264182574,2023-24
105405,24101,6,12273069000,53,304,304,883924,1410505372,24021151566,2023-24
105409,24105,6,2289127000,10,310,310,355084,237606000,4753582908,2023-24
105436,24103,6,10632325040,12,305,305,514376,416091702,21724772196,2023-24
105437,24106,6,725822894,28,303,303,330222,468986438,1635543702,2023-24
105440,24107,6,3645907000,16,304,304,1304418,954019000,8050519484,2023-24
105466,24202,6,4243858210,17,305,305,206750,298935934,9717835644,2023-24
109382,23941,8,7489090710,21,366,366,785817,1022437952,20029289560,2023-24
109619,24203,8,109233233752,27,365,365,4614192,8186178926,261584488390,2023-24
109624,24202,8,1070243983,25,307,307,51606,68566830,2215201856,2023-24
109625,24203,8,63620527241,17,366,366,299994,1637706008,137605394836,2023-24
109627,24201,8,590981603,52,359,359,76402,82498790,1179756710,2023-24
109644,24203,8,28056367604,1,366,366,1565195,2098612476,56208534980,2023-24
109649,24202,8,584080765,4,366,366,28922,38182554,1213640942,2023-24
109656,24209,8,421678010,81,306,306,200120,223717818,903270442,2023-24
114016,24106,9,34291645915,2,303,303,514717,450634822,68434642740,2023-24
114043,24105,9,1079293616,51,310,310,330000,300151510,2308535710,2023-24
114045,24105,9,7006229000,17,366,366,1090165,1182038000,7716620784,2023-24
114100,24202,9,72659210897,28,366,366,10976565,18793208620,176575447582,2023-24
114268,24103,9,1596337229,60,302,302,377307,236591103,3670035382,2023-24
121532,24105,19,123447400000,3,366,366,12309867,43438324645,245177731066,2023-24
121533,24103,19,121731924152,2,365,365,5522380,18443977970,254454770982,2023-24
121540,24105,19,51083038607,3,357,357,2619801,2200974576,107086165680,2023-24
121545,24104,19,9246480943,23,366,366,1735055,1555441419,15915295846,2023-24
121547,24102,19,64166700000,16,366,366,10894684,7803018000,134441617234,2023-24
121556,24102,19,3575852470,1,361,361,594697,285853004,7426592014,2023-24
121582,24105,19,26794603000,9,342,365,3375026,2679421857,56871731978,2023-24
121585,24105,19,4131320612,2,352,352,461367,327161630,8235125696,2023-24
121587,24104,19,13158778281,2,366,366,1491813,893464700,28538366064,2023-24
121592,24104,19,9173266323,9,365,365,949864,565048705,20538285350,2023-24
121594,24103,19,30412155460,3,366,366,5564206,4066300625,62605858246,2023-24
121600,24103,19,12368023800,12,365,365,1296362,587304025,25965952718,2023-24
121601,24107,19,1096572100,24,301,301,160800,156118270,2331317366,2023-24
121629,24101,19,33077920000,11,366,366,1885528,1482390925,66099601038,2023-24
121637,24102,19,12897249062,8,366,366,1314391,871433830,26452085256,2023-24
121638,24105,19,3871609222,1,313,313,356473,200299823,7933545548,2023-24
121641,24102,19,51412500000,17,366,366,3873110,2552713870,121515655140,2023-24
121653,24201,19,1040639369,12,313,313,69616,55747294,2018118576,2023-24
122699,24105,20,648370215383,2,366,366,54615900,92298829380,1548401615358,2023-24
122726,24104,20,1844567000,1,305,305,156614,272216636,4810264886,2023-24
123563,24105,21,225130399999,2,366,366,36615792,61599352166,489049178848,2023-24
123618,24105,21,234442217488,18,366,366,6785064,9045563446,508628803652,2023-24
123640,24105,21,217091752154,12,366,366,4855344,9120446778,526050629720,2023-24
123667,24105,21,234010130595,6,366,366,15421599,19042061390,341721298774,2023-24
123668,24104,21,4311923080,62,366,366,621672,854940986,6733385466,2023-24
123689,24202,21,1593072763,20,310,310,483630,387569864,3222997620,2023-24
124441,24101,22,169723573723,6,366,366,4759362,7187856817,404408540296,2023-24
124449,24107,22,2869326000,1,307,307,275602,144822407,6596455460,2023-24
124466,24102,22,16332000000,4,308,313,988159,806385157,31442644566,2023-24
124595,24202,22,143245300000,16,305,305,4171290,10411767107,222715804372,2023-24
124604,24209,22,841856501,6,306,306,146480,112664734,1817407182,2023-24
128800,20121,24,52981546965,4,313,313,2467086,17669185095,114636979000,2023-24
129993,24105,24,343168100000,21,366,366,24341895,26355800000,637408136036,2023-24
130000,24105,24,8955588673,70,309,309,1151630,1758811016,21218739584,2023-24
130011,24102,24,5617315000,1,316,316,449104,325628000,11418388166,2023-24
130069,24101,24,353639410,5,308,308,110200,49124951,730766492,2023-24
130122,24209,24,161277297,87,313,313,118630,86820248,394683730,2023-24
130131,24201,24,3084074000,1,312,312,181022,159550148,6027669308,2023-24
130150,24209,24,4289004001,10,312,312,149132,84272002,8421158476,2023-24
132766,24209,25,557827374,64,313,313,339027,365190321,1128845000,2023-24
136353,23942,27,7465908468,15,360,360,245204,621387919,16299672070,2023-24
136508,24105,27,45948834177,12,366,366,1743986,2697920760,91817239434,2023-24
136516,24106,27,1575656166,58,313,313,273105,466557957,2933852000,2023-24
136519,24105,27,6784473199,67,312,312,531940,1904277858,13933108090,2023-24
136521,24106,27,37644200000,9,356,356,2376386,5006600000,78107068354,2023-24
136530,24105,27,1887347965,8,313,313,337560,312939444,3892761960,2023-24
136533,24105,27,16829415000,2,366,366,899564,1012122543,33499586456,2023-24
136536,24105,27,173096938,3,306,306,32384,24234048,321918210,2023-24
136558,24106,27,2632113998,81,303,303,362868,619636240,6133560132,2023-24
136561,24105,27,3537759831,9,315,315,363613,237758566,7131891034,2023-24
136578,24101,27,1756497961,39,308,308,152142,243960342,3407943160,2023-24
136583,24103,27,15833625144,16,307,307,423262,579234031,26692871372,2023-24
136591,24105,27,3202406986,1,315,315,141946,186282174,6118427532,2023-24
136605,24103,27,1024819197,24,308,308,226616,243620533,2119855962,2023-24
136607,24105,27,7261838454,1,307,307,122704,210004166,13989365562,2023-24
136625,24105,27,105466055142,2,309,309,1941604,4441287221,220044927424,2023-24
136641,24104,27,2373771521,13,310,310,143380,278592400,5242440740,2023-24
136648,24106,27,1574952695,6,306,306,119344,79939306,2863008618,2023-24
136666,24202,27,6131468000,8,304,304,345003,483087298,12883456314,2023-24
136671,24202,27,7892707533,5,365,365,275290,728532422,17357881258,2023-24
136685,24202,27,12111126204,25,306,306,625226,448808867,24873391498,2023-24
136719,24202,27,1358068000,27,303,303,53039,64253702,2754128000,2023-24
141638,24104,28,1726204915,55,366,366,278141,279932269,945226374,2023-24
141651,24105,28,21755817179,3,364,364,2028045,2640550402,39549530042,2023-24
141670,24104,28,8152076487,100,366,366,337664,352869780,17394535848,2023-24
141677,24104,28,5314740000,100,366,366,406825,279888673,10661183682,2023-24
141678,24104,28,4508066000,25,366,366,471278,418253782,9122473778,2023-24
141679,24104,28,8781269277,16,366,366,753358,618424253,18551865484,2023-24
141681,24104,28,8853949357,95,366,366,1024140,818943866,16562038114,2023-24
141692,24103,28,1561632651,15,305,305,172334,167148748,3042296840,2023-24
141716,24204,28,131119475,100,183,335,3572,11977958,408889306,2023-24
141723,24202,28,18918415454,85,366,366,1346718,1554242350,31039219018,2023-24
144010,20129,29,1050742635,1,366,366,162871,282322083,2119224776,2023-24
144572,24105,29,530328912966,9,366,366,22553437,35530399645,1348072217172,2023-24
144604,24101,29,17727865093,1,366,366,3548128,3721148222,38853752486,2023-24
144608,24106,29,289702722,89,310,310,120410,62396374,597640930,2023-24
144650,24209,29,32901130,66,305,305,10462,8008400,67635958,2023-24
147990,24102,32,2637476973,100,366,366,331370,584213566,5960689830,2023-24
148227,24103,32,711876355,3,295,295,247375,372385376,1080092806,2023-24
156712,24105,33,1395090100,5,306,306,149994,209833448,2877979102,2023-24
156830,24209,33,274875623,4,301,301,77065,66834873,402115680,2023-24
156841,24209,33,195808000,18,305,305,132370,148927550,429678000,2023-24
156857,24201,33,219677734,74,314,314,198722,113647570,388202864,2023-24
156861,24202,33,12833753000,74,301,301,756144,684226940,25949183234,2023-24
156892,24203,33,2875643000,25,313,313,274342,223271000,6133892210,2023-24
162464,20129,36,4877116000,38,302,302,187596,226782800,10603457750,2023-24
163009,24202,36,2499806000,2,304,304,455688,324981450,5077699114,2023-24
163018,24209,36,8680091000,24,303,303,309962,242379000,16815135516,2023-24
206475,24203,19,2824559000,4,299,299,58644,66637056,5621802548,2023-24
209698,24103,24,408221577,25,110,110,2048,1095600,824806824,2023-24
211893,24204,27,199557748,26,302,302,34696,17006400,429365374,2023-24
